label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0,0,0,0.33672202254990646,-0.1544123920888806,-0.0970907811635141,0.5660920008930286,-0.5721263668232746,-0.11039507869116018,0.6041836158755786,-1.0147237822646196,-0.12851158006779545,0.6599826063531077,-1.3359062873211969,-0.128228508443656,0.4405711345359104,-0.9625744203381251,0.019652112568915442,0.47000320734575735,-1.3130419165556042,-0.13002128622228476,0.41530171459153264,-1.0087861313258395,-0.2030534074543412,0.37751450137495085,-0.7436582481755719,-0.21588593729026392,0.24351409171940014,-0.9696628530706358,0.021326943264095195,0.277559089808029,-1.3308015853015183,-0.15210077657549084,0.245674958939083,-0.9228019351339469,-0.18993783351704263,0.23284197497756007,-0.6353982279959765,-0.15710169025344575,0.05476132724239967,-0.94157257003425,-0.005520500784798733,0.07890880924935192,-1.2459797304640892,-0.19135317787635817,0.07984612448821375,-0.8291601354572632,-0.15077978024996724,0.08558704271242418,-0.5597423341824092,-0.05755530135781638,-0.1482307243275803,-0.8748503451193389,-0.03908496733169766,-0.09418669535142496,-1.1488094023964306,-0.1632348629051949,-0.07208817300715496,-0.8558852894166128,-0.12049125408086195,-0.06179229244440935,-0.6447531052695312,-0.04458124947120574
A,0,0,0,0.31507846854262245,-0.17465530974776233,-0.07115301743096347,0.5169605419678062,-0.5860098568261094,-0.07827786371534377,0.5627654284175585,-0.9827783181083343,-0.09425055929549392,0.5963569432958892,-1.2826873048535588,-0.0914099330733272,0.37545898450392134,-0.9786166090504536,0.011073784587124734,0.423135653689474,-1.323670227162686,-0.12405384716198418,0.39402524963394997,-1.0032128086814724,-0.18449863693439922,0.3501024944078253,-0.7498331025339257,-0.19148378537040495,0.19143301123160364,-0.9815056696990473,-0.00015019795354726144,0.23808453334174393,-1.315403186746235,-0.1495729082289641,0.22512596284999353,-0.9100977619900582,-0.17211164522540273,0.2014528267738386,-0.6469553355447412,-0.1376515984722054,0.005545280321068634,-0.9447267127730965,-0.035412358783705744,0.0515482971940185,-1.2327564978663292,-0.19483666847733,0.06619453357563808,-0.8265644448561813,-0.1417495457535239,0.06052873649007827,-0.579163900941221,-0.049871608230973356,-0.19630962832356788,-0.8626575988700634,-0.07613574694694021,-0.12058532322302656,-1.135866840239832,-0.18021441687218565,-0.08425717229806143,-0.8519375356515005,-0.12479893828556465,-0.08278930397777856,-0.6488923353132043,-0.04595992699325324
A,0,0,0,0.31101750036925063,-0.1730242101711085,-0.06344931739720698,0.5107849003126308,-0.5831091897062145,-0.06563089795160862,0.5606079292079988,-0.96779565721098,-0.0789989175814113,0.5922042059769173,-1.2597604871907684,-0.07514633031702678,0.37580021896386917,-0.9775108749002933,0.02736502132172504,0.41993835874915536,-1.320780374479994,-0.10443528646881042,0.39137793087787,-1.013013810429377,-0.16784052349338976,0.3512211965451539,-0.7649873962010886,-0.17749521379548625,0.19641044535694793,-0.9804190224517191,0.014194272418863195,0.24207816833170262,-1.3002237265464205,-0.13135698708729204,0.22443969228731162,-0.9042899520784338,-0.15679336278470324,0.20194856508704592,-0.6492711264239482,-0.12476580795182883,0.01463378976195879,-0.9399387853059575,-0.022985528133080833,0.058243581571341525,-1.2211536026434204,-0.1780522183021512,0.06694721282875386,-0.8217467220232535,-0.12745798278068543,0.060564542642638615,-0.5799340896819153,-0.03801294510480182,-0.18365235083755257,-0.8560917375812246,-0.06530598546606611,-0.1129634449808497,-1.1188351871589313,-0.16477702594678065,-0.08076085921792953,-0.8389702776526641,-0.10944829978874698,-0.0798574702576871,-0.6404717191568805,-0.0310968534837961
A,0,0,0,0.3066837005150068,-0.18628821886783853,-0.07996056229750748,0.48119459169296613,-0.6015806035526231,-0.09200287677243481,0.5245536607330591,-0.9897748824763798,-0.11221025176452593,0.5482363641091661,-1.2944550024054342,-0.11284885769326067,0.3453467842742203,-0.9830664644168743,0.01232964909474481,0.37751318207078427,-1.3139608089617436,-0.12808420181186173,0.3488580167914567,-0.9971834472168843,-0.19048528941827403,0.31057588611462755,-0.7565283547868404,-0.19723630865502131,0.1647850076739537,-0.9863159396554014,0.005173821370847403,0.195293677993674,-1.3216781711210952,-0.14605645605338122,0.18788686310520952,-0.9158269587201392,-0.1664006733349785,0.17350771129659828,-0.6642165573291868,-0.12908772909031893,-0.01725539390022528,-0.9477610379252573,-0.028050883079621378,0.007621429094563169,-1.2560775562586544,-0.18537642912183697,0.029018825706256406,-0.8545764760294692,-0.12826667535328207,0.029683151886669285,-0.6145167450229623,-0.033342204050919685,-0.2116649848837403,-0.8665934305163737,-0.06800947816001075,-0.15443648564107962,-1.1535216102956969,-0.16548836996067234,-0.11512811820894887,-0.8830666405546594,-0.10746630638453174,-0.10938479501581326,-0.6885426915936981,-0.027138586138594788
A,0,0,0,0.30946284019005965,-0.17800700702062294,-0.07459877196546057,0.49165267986202943,-0.6021856398604357,-0.08211319867987381,0.535993816649983,-1.0001768784738343,-0.0980473971511919,0.5731442970495975,-1.3049143827792342,-0.09596509253645645,0.3651318426570994,-0.9765180553192037,0.014623692892922322,0.40261620310473906,-1.2923081297982528,-0.11823675166935296,0.37468765553471023,-0.9764370738541391,-0.17853322013585696,0.33119023984948376,-0.725718458014452,-0.18468961308505524,0.18275007380224312,-0.98312514744969,0.00820700781651273,0.21768605849202083,-1.2950018781732984,-0.13236026653627878,0.20483385412162453,-0.8989920413728543,-0.1517347839457743,0.1843614079470604,-0.6435809592060303,-0.11769354853221257,-0.00010244518243754731,-0.950011919705327,-0.023378470015455646,0.033589473415350596,-1.2367904102473835,-0.17038505642811327,0.04760776940689332,-0.8467359773470411,-0.11778408238840264,0.043069592990148245,-0.6026198913017803,-0.029897006490152936,-0.19537042854922812,-0.8772797803739928,-0.06142590147207639,-0.12843774417630952,-1.1502847857299066,-0.15282120318123707,-0.09357693434206542,-0.8870964759226693,-0.09850007939332421,-0.09014367276748078,-0.6936922068363772,-0.023265301075070317
A,0,0,0,-0.32804161356560135,-0.0525172882256387,-0.09383196020589406,-0.6380014864965725,-0.4076663689068078,-0.12587330704563873,-0.7773581415039726,-0.8355747796288671,-0.1737363346889804,-0.7741006803516024,-1.1777725880690058,-0.19433435267980265,-0.5764369631528224,-0.8600631312167558,0.050403894165393634,-0.6575126735996967,-1.239555928874615,-0.118012243089723,-0.5716016898306374,-0.9068372841031781,-0.2057776883873466,-0.4924468323689098,-0.6648899166743917,-0.2322466315540628,-0.3907291950360647,-0.919903561710321,0.033288636186163435,-0.4727284600260715,-1.2810682570475551,-0.15562599360249618,-0.39394341943819805,-0.8420632550889195,-0.1961254816969952,-0.3257542358449435,-0.5897684773724595,-0.16448214752428747,-0.19880916186622502,-0.9414215266093418,-0.018455167565118,-0.28266431497807815,-1.2727759092514743,-0.20239445383303384,-0.23649690318825525,-0.8293756831291568,-0.14736688268643572,-0.18716113745721027,-0.557762418140578,-0.04696401224049564,0.005155049693226913,-0.9349525845034572,-0.08014970293892705,-0.0975623003164169,-1.1941169575621347,-0.18199543188779774,-0.09212719938815263,-0.9084973997315657,-0.1268683832942712,-0.062315350361824375,-0.7061396419455118,-0.04800884092983541
A,0,0,0,-0.3267728282595055,-0.012791622790046595,-0.08409764559738397,-0.6551977599260073,-0.3646720142877777,-0.11018093763604987,-0.810682843478644,-0.7762966090177233,-0.15391756488685068,-0.8416180664732628,-1.1027033073560786,-0.17226511554870408,-0.6145249358496719,-0.8345943676126186,0.04862465402607918,-0.7033785618736834,-1.1912617810836301,-0.12356969826859851,-0.6070802206438158,-0.8568962206152269,-0.2112412823286317,-0.5257755719886369,-0.6190387380533765,-0.2354402437998608,-0.4291053697250665,-0.9028617271339087,0.026632374094124372,-0.5170730980048862,-1.2402481349860586,-0.16085988470459023,-0.4259999884311688,-0.8013334150586646,-0.19695995602286365,-0.3618708228139807,-0.5680162962029262,-0.16274422216038348,-0.23660457318688483,-0.9340408530531227,-0.029302898671506778,-0.32778040193173763,-1.2496944412509179,-0.21560504235250308,-0.26000250146518206,-0.7981411853668542,-0.15560354523078657,-0.20687574938459305,-0.5405228267235629,-0.051716677133623774,-0.03329996820479294,-0.9392827269784161,-0.0939160746534906,-0.13754846468217669,-1.193839238740469,-0.1945797120107142,-0.11654129204794635,-0.8931070429282371,-0.1331897702128478,-0.08637888753830812,-0.6902240053598717,-0.050030683012975
A,0,0,0,-0.3748913277655212,-0.06700605317606358,-0.06767199999477488,-0.6496772137816423,-0.44903617590221806,-0.08500530813707081,-0.7574493672315327,-0.8840581845689379,-0.12379172063643384,-0.8166338959848141,-1.2044794059538781,-0.1427829879946156,-0.5913235311607995,-0.8666184510501312,0.08400699507027005,-0.6791990356912194,-1.2416201297526495,-0.07978019461828911,-0.5941136421090948,-0.9520811002020624,-0.1768467084970554,-0.5184736994813368,-0.693945215331603,-0.20658965078387662,-0.4004006074732731,-0.9145545498869216,0.057178044878818224,-0.4838071668973949,-1.2323138227588895,-0.11947095079088033,-0.4063180425486969,-0.8301951422628805,-0.1721239997600021,-0.3501295953032999,-0.5636950849153771,-0.15242935398930954,-0.2039550479363753,-0.9180331489020879,-0.002348672010682304,-0.303086883724649,-1.2223968358225248,-0.17765055279979486,-0.24675755154512474,-0.8006054223860006,-0.1345433955650733,-0.19350947465495347,-0.5188366254998584,-0.044385077171080506,-0.0007068352493569644,-0.8910135077047097,-0.06948069152626374,-0.11169630776528586,-1.114303539718607,-0.16709985150193776,-0.09438594197116261,-0.8360752133681317,-0.11314052833815307,-0.05718910525661248,-0.634293703911685,-0.03529137401342437
A,0,0,0,-0.36391769022194,-0.04811782271968806,-0.06833634650594526,-0.6376335784961686,-0.4567856981303769,-0.08341276953005086,-0.7346037573856319,-0.9054632138918878,-0.11743388484613206,-0.801111179005991,-1.2241056027398118,-0.12903876959109511,-0.5595982220328976,-0.8947137203645151,0.05941646050421005,-0.6284974596510635,-1.265552302387955,-0.10315097081919715,-0.557951882255384,-0.9273000589767478,-0.18676559271149956,-0.4970460647035471,-0.6691224940413533,-0.207694033986544,-0.36294268939657304,-0.9313079853493736,0.03062744909511055,-0.4391653759751973,-1.269454494243464,-0.14659485426554902,-0.38238607706809535,-0.8359284748940004,-0.1840875206843316,-0.33024842771318225,-0.5745591774587303,-0.15214931893179276,-0.1620777466312021,-0.9183899083363994,-0.029455055371562525,-0.24735502841689583,-1.2264619915190762,-0.19956070034428233,-0.2109109529531165,-0.7827148776585686,-0.14074283174009053,-0.16662610906738365,-0.5121142592774001,-0.04135749370122071,0.04616098183757531,-0.8791100139736993,-0.09754690462737839,-0.04563299317512912,-1.1045353205436104,-0.18339321901283054,-0.05180033846330887,-0.8258031296222602,-0.1217981266245561,-0.03169956387165277,-0.6414416625279049,-0.041704648811490844
A,0,0,0,0.317361606282475,-0.16471673166442358,-0.09376692018547875,0.5367906638352747,-0.5751870028896293,-0.10992760916295656,0.6034394351786115,-0.9843645743869878,-0.13289523566164593,0.6149145192825057,-1.3205998186822505,-0.14141546741825028,0.41712961103672125,-0.9612158518420657,0.01344230916129353,0.4402344296412585,-1.3022097406420718,-0.135951400051144,0.3757196857822446,-1.010346334343483,-0.21948686320637678,0.3424334694070625,-0.73301278912444,-0.2380091309547014,0.22546276621383154,-0.9741385327219065,0.01485463286715839,0.2521657347191202,-1.2930023690544588,-0.1528066746472731,0.2070054756806481,-0.9180323800519876,-0.1955931302573404,0.20355001358614733,-0.6194345286056632,-0.1691988921643013,0.02852350212315582,-0.9478892793758195,-0.011528030918563211,0.05992394559826974,-1.2359098576339842,-0.18781376207902048,0.054263667081859396,-0.8439945508767507,-0.15827074201437938,0.07267989016518851,-0.548868810491084,-0.07575401059945225,-0.17770181533593504,-0.8865853194716337,-0.04505334783705902,-0.12340916672039466,-1.1231143451759447,-0.17077326773439294,-0.0985970891306966,-0.8369492017017394,-0.13974845885034534,-0.07619331532705126,-0.5997016806134904,-0.07186433421814699
